A B eAA eBB eAB rAA rBB rAB fB logRc W group
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.40 -6.000000 0.535508 4 
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.45 -6.000000 0.536087 4 
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.50 -6.000000 0.545704 4 
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.55 -6.000000 0.555572 4 
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.60 -6.000000 0.566368 4 
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.65 -6.000000 0.570504 4 
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.70 -6.000000 0.566810 4 
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.75 -6.000000 0.581298 4 
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.80 -6.000000 0.570400 4 
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.85 -6.000000 0.562551 4 
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.90 -6.000000 0.541200 4 
Zr Fe 1.000000 0.684800 0.827526 1.000000 0.791100 0.895550 0.95 -6.000000 0.499752 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.05 -2.826000 0.474538 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.10 -3.860000 0.485281 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.15 -6.000000 0.476477 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.20 -6.000000 0.483881 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.25 -6.000000 0.505156 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.30 -6.000000 0.497569 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.35 -6.000000 0.501310 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.40 -6.000000 0.499005 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.45 -6.000000 0.498539 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.50 -6.000000 0.510136 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.55 -6.000000 0.524077 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.60 -6.000000 0.528732 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.65 -6.000000 0.524046 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.70 -6.000000 0.549054 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.75 -6.000000 0.573145 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.80 -6.000000 0.563992 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.85 -6.000000 0.561714 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.90 -6.000000 0.555415 4 
Hf Ge 1.000000 0.597800 0.773175 1.000000 0.721500 0.860750 0.95 -6.000000 0.524908 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.05 -2.706000 0.454729 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.10 -3.243000 0.478294 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.15 -4.061000 0.488875 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.20 -6.000000 0.505764 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.25 -6.000000 0.503668 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.30 -6.000000 0.517811 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.35 -6.000000 0.520766 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.40 -6.000000 0.536516 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.45 -6.000000 0.547922 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.50 -6.000000 0.565826 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.55 -6.000000 0.565287 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.60 -6.000000 0.570289 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.65 -6.000000 0.581947 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.70 -6.000000 0.580940 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.75 -6.000000 0.569540 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.80 -6.000000 0.578255 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.85 -6.000000 0.545679 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.90 -6.000000 0.529790 4 
Pd Ge 1.000000 0.989700 0.994837 1.000000 0.814300 0.907150 0.95 -3.411000 0.492575 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.05 -2.698000 0.446449 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.10 -3.395000 0.470328 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.15 -3.972000 0.483664 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.20 -6.000000 0.488869 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.25 -6.000000 0.518712 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.30 -6.000000 0.501860 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.35 -6.000000 0.530944 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.40 -6.000000 0.530258 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.45 -6.000000 0.553062 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.50 -6.000000 0.549657 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.55 -6.000000 0.562119 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.60 -6.000000 0.573042 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.65 -6.000000 0.576268 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.70 -6.000000 0.579323 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.75 -6.000000 0.571709 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.80 -6.000000 0.572396 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.85 -6.000000 0.553169 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.90 -6.000000 0.530830 4 
Pt Ge 1.000000 0.659200 0.811911 1.000000 0.820100 0.910050 0.95 -3.964000 0.495078 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.05 -2.818000 0.456292 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.10 -4.109000 0.470387 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.15 -6.000000 0.486309 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.20 -6.000000 0.494149 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.25 -6.000000 0.501830 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.30 -6.000000 0.497115 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.35 -6.000000 0.497473 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.40 -6.000000 0.500685 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.45 -6.000000 0.492282 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.50 -6.000000 0.503112 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.55 -6.000000 0.514629 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.60 -6.000000 0.526153 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.65 -6.000000 0.534284 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.70 -6.000000 0.560512 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.75 -6.000000 0.559548 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.80 -6.000000 0.567843 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.85 -6.000000 0.562814 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.90 -6.000000 0.550323 4 
Zr Ge 1.000000 0.616000 0.784857 1.000000 0.721500 0.860750 0.95 -6.000000 0.508826 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.05 -2.858000 0.453253 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.10 -3.443000 0.484334 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.15 -6.000000 0.480946 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.20 -6.000000 0.498878 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.25 -6.000000 0.501565 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.30 -6.000000 0.511658 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.35 -6.000000 0.519619 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.40 -6.000000 0.526861 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.45 -6.000000 0.528108 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.50 -6.000000 0.551687 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.55 -6.000000 0.556657 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.60 -6.000000 0.564190 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.65 -6.000000 0.579501 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.70 -6.000000 0.582414 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.75 -6.000000 0.580791 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.80 -6.000000 0.572033 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.85 -6.000000 0.560115 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.90 -6.000000 0.543252 4 
Hf Ni 1.000000 0.689400 0.830301 1.000000 0.797500 0.898750 0.95 -6.000000 0.506344 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.05 -2.906000 0.438684 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.10 -3.572000 0.482951 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.15 -6.000000 0.494845 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.20 -6.000000 0.487782 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.25 -6.000000 0.493347 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.30 -6.000000 0.499547 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.35 -6.000000 0.501194 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.40 -6.000000 0.499836 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.45 -6.000000 0.502792 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.50 -6.000000 0.500557 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.55 -6.000000 0.504260 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.60 -6.000000 0.517807 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.65 -6.000000 0.531803 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.70 -6.000000 0.559248 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.75 -6.000000 0.569965 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.80 -6.000000 0.581938 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.85 -6.000000 0.582305 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.90 -6.000000 0.579891 4 
Hf Si 1.000000 0.718900 0.847880 1.000000 0.696200 0.848100 0.95 -6.000000 0.540067 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.05 -3.123000 0.485743 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.10 -4.149000 0.513006 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.15 -4.253000 0.519217 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.20 -6.000000 0.542931 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.25 -6.000000 0.553238 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.30 -6.000000 0.566424 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.35 -6.000000 0.560909 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.40 -6.000000 0.561727 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.45 -6.000000 0.572048 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.50 -6.000000 0.568404 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.55 -6.000000 0.557403 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.60 -6.000000 0.547879 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.65 -6.000000 0.551701 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.70 -6.000000 0.527739 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.75 -6.000000 0.520152 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.80 -4.028000 0.506956 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.85 -3.523000 0.478512 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.90 -2.786000 0.473555 4 
Ni Mg 1.000000 0.340100 0.583181 1.000000 1.269800 1.134900 0.95 -2.529000 0.421337 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.05 -2.417000 0.465148 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.10 -2.706000 0.469917 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.15 -3.323000 0.486692 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.20 -4.141000 0.501581 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.25 -4.301000 0.504440 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.30 -6.000000 0.506978 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.35 -6.000000 0.516176 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.40 -6.000000 0.529541 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.45 -6.000000 0.521904 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.50 -6.000000 0.543034 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.55 -6.000000 0.550615 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.60 -6.000000 0.555566 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.65 -6.000000 0.564481 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.70 -6.000000 0.551401 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.75 -6.000000 0.543014 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.80 -6.000000 0.531811 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.85 -6.000000 0.525771 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.90 -6.000000 0.518316 4 
Y Mg 1.000000 0.345500 0.587792 1.000000 0.888900 0.944450 0.95 -3.163000 0.479580 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.05 -2.529000 0.464977 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.10 -2.898000 0.465527 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.15 -3.259000 0.485149 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.20 -4.173000 0.508564 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.25 -6.000000 0.499972 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.30 -6.000000 0.515451 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.35 -6.000000 0.526357 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.40 -6.000000 0.529682 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.45 -6.000000 0.536624 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.50 -6.000000 0.537568 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.55 -6.000000 0.544531 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.60 -6.000000 0.540235 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.65 -6.000000 0.548510 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.70 -6.000000 0.549891 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.75 -6.000000 0.541502 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.80 -6.000000 0.515123 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.85 -6.000000 0.519904 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.90 -3.996000 0.496739 4 
Mg Zn 1.000000 0.894000 0.945516 1.000000 0.868700 0.934350 0.95 -3.243000 0.468680 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.05 -2.305000 0.421305 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.10 -2.345000 0.446743 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.15 -2.201000 0.436815 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.20 -2.305000 0.426820 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.25 -2.489000 0.431101 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.30 -2.505000 0.469502 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.35 -2.497000 0.461498 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.40 -2.602000 0.459615 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.45 -2.433000 0.438109 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.50 -2.433000 0.464046 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.55 -2.722000 0.322799 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.60 -2.706000 0.466753 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.65 -2.465000 0.447428 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.70 -2.489000 0.474306 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.75 -2.417000 0.437164 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.80 -2.417000 0.453142 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.85 -2.377000 0.442407 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.90 -2.481000 0.445161 4 
Zr Mg 1.000000 0.241600 0.491528 1.000000 1.012700 1.006350 0.95 -2.273000 0.420618 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.05 -2.906000 0.463250 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.10 -3.732000 0.505148 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.15 -6.000000 0.519117 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.20 -6.000000 0.540265 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.25 -6.000000 0.542893 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.30 -6.000000 0.551034 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.35 -6.000000 0.550142 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.40 -6.000000 0.567736 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.45 -6.000000 0.549703 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.50 -6.000000 0.539459 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.55 -6.000000 0.548433 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.60 -6.000000 0.543706 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.65 -6.000000 0.532726 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.70 -6.000000 0.536927 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.75 -6.000000 0.508889 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.80 -4.189000 0.501921 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.85 -3.708000 0.479049 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.90 -2.730000 0.475952 4 
Si Mn 1.000000 0.630700 0.794166 1.000000 1.200000 1.100000 0.95 -2.730000 0.446341 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.05 -2.321000 0.453661 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.10 -3.195000 0.479366 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.15 -4.012000 0.490972 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.20 -6.000000 0.508579 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.25 -6.000000 0.502096 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.30 -6.000000 0.504365 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.35 -6.000000 0.516446 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.40 -6.000000 0.518541 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.45 -6.000000 0.528913 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.50 -6.000000 0.539927 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.55 -6.000000 0.549013 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.60 -6.000000 0.558401 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.65 -6.000000 0.251430 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.70 -6.000000 0.563685 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.75 -6.000000 0.564198 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.80 -6.000000 0.558709 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.85 -6.000000 0.556369 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.90 -6.000000 0.528997 4 
Zr Mn 1.000000 0.467200 0.683520 1.000000 0.835400 0.917700 0.95 -4.101000 0.496114 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.05 -2.714000 0.449973 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.10 -3.227000 0.463082 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.15 -3.956000 0.502237 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.20 -6.000000 0.517142 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.25 -6.000000 0.522730 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.30 -6.000000 0.522037 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.35 -6.000000 0.535350 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.40 -6.000000 0.528590 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.45 -6.000000 0.548653 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.50 -6.000000 0.528768 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.55 -6.000000 0.529279 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.60 -6.000000 0.516861 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.65 -6.000000 0.508560 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.70 -3.832000 0.507447 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.75 -3.475000 0.499165 4 
